Study ID,Study Name,Study Description,Study Contact,Line ID,Line Name,Line Description,Control,Strain(s),Carbon Source(s),Line Experimenter,Line Contact,Culture Volume,Growth temperature,Media,Protocol ID,Protocol Name,Assay ID,Assay Name,Type,Formal Type ID,Measurement Updated,X Units,Y Units,41.0
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146876,C0.1_WA3_biomek-R13,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146925,C0.1_WA3_biomek-R13,Optical Density,,2021-08-25 22:03:27.842450+00:00,hours,,0.294
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146877,C0.1_WB3_biomek-R14,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146926,C0.1_WB3_biomek-R14,Optical Density,,2021-08-25 22:03:27.853818+00:00,hours,,0.0
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146878,C0.1_WC3_biomek-R15,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146927,C0.1_WC3_biomek-R15,Optical Density,,2021-08-25 22:03:27.865347+00:00,hours,,0.0
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146879,C0.1_WD3_biomek-R16,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146928,C0.1_WD3_biomek-R16,Optical Density,,2021-08-25 22:03:27.877769+00:00,hours,,0.0
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146880,C0.1_WE3_biomek-R17,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146929,C0.1_WE3_biomek-R17,Optical Density,,2021-08-25 22:03:27.888890+00:00,hours,,0.0
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146881,C0.1_WF3_biomek-R18,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146930,C0.1_WF3_biomek-R18,Optical Density,,2021-08-25 22:03:27.901440+00:00,hours,,0.0
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146882,C0.1_WA4_biomek-R19,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146931,C0.1_WA4_biomek-R19,Optical Density,,2021-08-25 22:03:27.912288+00:00,hours,,0.356
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146883,C0.1_WB4_biomek-R20,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146932,C0.1_WB4_biomek-R20,Optical Density,,2021-08-25 22:03:27.924613+00:00,hours,,0.0
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146884,C0.1_WC4_biomek-R21,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146933,C0.1_WC4_biomek-R21,Optical Density,,2021-08-25 22:03:27.937561+00:00,hours,,0.0
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146885,C0.1_WD4_biomek-R22,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146934,C0.1_WD4_biomek-R22,Optical Density,,2021-08-25 22:03:27.949309+00:00,hours,,0.0
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146886,C0.1_WE4_biomek-R23,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146935,C0.1_WE4_biomek-R23,Optical Density,,2021-08-25 22:03:27.960946+00:00,hours,,0.0
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146887,C0.1_WF4_biomek-R24,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146936,C0.1_WF4_biomek-R24,Optical Density,,2021-08-25 22:03:27.973502+00:00,hours,,0.0
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146888,C0.1_WA5_manual-R1,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146937,C0.1_WA5_manual-R1,Optical Density,,2021-08-25 22:03:27.984168+00:00,hours,,0.298
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146889,C0.1_WB5_manual-R2,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146938,C0.1_WB5_manual-R2,Optical Density,,2021-08-25 22:03:27.995334+00:00,hours,,0.339
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146890,C0.1_WC5_manual-R3,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146939,C0.1_WC5_manual-R3,Optical Density,,2021-08-25 22:03:28.008755+00:00,hours,,0.314
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146891,C0.1_WD5_manual-R4,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146940,C0.1_WD5_manual-R4,Optical Density,,2021-08-25 22:03:28.020053+00:00,hours,,0.21
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146892,C0.1_WE5_manual-R5,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146941,C0.1_WE5_manual-R5,Optical Density,,2021-08-25 22:03:28.030104+00:00,hours,,0.078
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146893,C0.1_WF5_manual-R6,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146942,C0.1_WF5_manual-R6,Optical Density,,2021-08-25 22:03:28.039728+00:00,hours,,0.183
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146894,C0.1_WA6_manual-R7,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146943,C0.1_WA6_manual-R7,Optical Density,,2021-08-25 22:03:28.049329+00:00,hours,,0.294
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146895,C0.1_WB6_manual-R8,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146944,C0.1_WB6_manual-R8,Optical Density,,2021-08-25 22:03:28.061239+00:00,hours,,0.309
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146896,C0.1_WC6_manual-R9,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146945,C0.1_WC6_manual-R9,Optical Density,,2021-08-25 22:03:28.071050+00:00,hours,,0.326
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146897,C0.1_WD6_manual-R10,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146946,C0.1_WD6_manual-R10,Optical Density,,2021-08-25 22:03:28.080862+00:00,hours,,0.262
146863,Combinatorial media for flaviolin DBTL0.1,"<p>Samples of 1500uL volume were cultured in an mp2flower plate in the biolector, at 85% humidity, shaking speed 800rpm.&nbsp;</p>",TRadivojevic@lbl.gov,146898,C0.1_WE6_manual-R11,"MOPS: 40.0000, Tricine: 4.0000, H3BO3: 0.0040, Glucose: 20.0000, K2SO4: 0.2900, K2HPO4: 1.3200, FeSO4: 0.0100, NH4Cl: 9.5200, MgCl2: 0.5200, NaCl: 50.0000, (NH4)6Mo7O24: 0.0000, CoCl2: 0.0003, CuSO4: 0.0001, MnSO4: 0.0008, ZnSO4: 0.0001",F,,,,,15,30,MOPS,1924,OD600,146947,C0.1_WE6_manual-R11,Optical Density,,2021-08-25 22:03:28.090927+00:00,hours,,0.093
