Well,H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],CaCl2[mM],Label,OD340_pred,OD340_std
D5,0.021619685346536122,142.3879060006714,0.06227597938141772,12.757316833191693,0.05510002005646682,43.16705107053341,1.6952280859438076,1203.273772076957,0.00038040459350764547,0.004967865044251718,0.0007297150595661457,0.0019824585644888366,0.001414572727828882,0.006741695250536863,LHS,0.6011529338210302,0.08729395419650501
E5,0.021619685346536122,142.3879060006714,0.06227597938141772,12.757316833191693,0.05510002005646682,43.16705107053341,1.6952280859438076,1203.273772076957,0.00038040459350764547,0.004967865044251718,0.0007297150595661457,0.0019824585644888366,0.001414572727828882,0.006741695250536863,LHS,0.6011529338210302,0.08729395419650501
F5,0.021619685346536122,142.3879060006714,0.06227597938141772,12.757316833191693,0.05510002005646682,43.16705107053341,1.6952280859438076,1203.273772076957,0.00038040459350764547,0.004967865044251718,0.0007297150595661457,0.0019824585644888366,0.001414572727828882,0.006741695250536863,LHS,0.6011529338210302,0.08729395419650501
A6,0.05793399727105532,110.38099673075159,0.28651134275314727,6.340137452226814,0.09338433042203423,14.362710572194008,0.06848448449093934,163.1270105780335,0.0004966310811484513,0.005057048322900119,0.0040566840592097895,0.01541267857227362,0.0009383079107871932,0.022206639602169294,LHS,0.4288866619679914,0.07134287969878679
B6,0.05793399727105532,110.38099673075159,0.28651134275314727,6.340137452226814,0.09338433042203423,14.362710572194008,0.06848448449093934,163.1270105780335,0.0004966310811484513,0.005057048322900119,0.0040566840592097895,0.01541267857227362,0.0009383079107871932,0.022206639602169294,LHS,0.4288866619679914,0.07134287969878679
C6,0.05793399727105532,110.38099673075159,0.28651134275314727,6.340137452226814,0.09338433042203423,14.362710572194008,0.06848448449093934,163.1270105780335,0.0004966310811484513,0.005057048322900119,0.0040566840592097895,0.01541267857227362,0.0009383079107871932,0.022206639602169294,LHS,0.4288866619679914,0.07134287969878679
D6,0.07053442506342013,132.7969547881307,0.6741644077877048,1.0712105853766234,0.005112682851496371,39.16226923904948,2.005142882131417,2173.2487161437416,0.0003046964902695675,0.0008628814734955068,0.0003521087760019255,0.005791910158334805,0.00043247470418994124,0.031488378382253386,LHS,0.45343280949665754,0.09666199514260916
E6,0.07053442506342013,132.7969547881307,0.6741644077877048,1.0712105853766234,0.005112682851496371,39.16226923904948,2.005142882131417,2173.2487161437416,0.0003046964902695675,0.0008628814734955068,0.0003521087760019255,0.005791910158334805,0.00043247470418994124,0.031488378382253386,LHS,0.45343280949665754,0.09666199514260916
F6,0.07053442506342013,132.7969547881307,0.6741644077877048,1.0712105853766234,0.005112682851496371,39.16226923904948,2.005142882131417,2173.2487161437416,0.0003046964902695675,0.0008628814734955068,0.0003521087760019255,0.005791910158334805,0.00043247470418994124,0.031488378382253386,LHS,0.45343280949665754,0.09666199514260916
A7,0.0471112941074573,197.4229952082967,0.1882520643002787,6.00878698411687,0.0472232597271521,17.288400361721607,2.455039268709557,1583.290895694383,0.0004458349961929,0.001541702863061,0.003910023738891,0.0048540045861736,0.0010001121532333,0.0133645873143603,exploitation,0.6492140452816608,0.10821030687396004
B7,0.0471112941074573,197.4229952082967,0.1882520643002787,6.00878698411687,0.0472232597271521,17.288400361721607,2.455039268709557,1583.290895694383,0.0004458349961929,0.001541702863061,0.003910023738891,0.0048540045861736,0.0010001121532333,0.0133645873143603,exploitation,0.6492140452816608,0.10821030687396004
C7,0.0471112941074573,197.4229952082967,0.1882520643002787,6.00878698411687,0.0472232597271521,17.288400361721607,2.455039268709557,1583.290895694383,0.0004458349961929,0.001541702863061,0.003910023738891,0.0048540045861736,0.0010001121532333,0.0133645873143603,exploitation,0.6492140452816608,0.10821030687396004
D7,0.0656915346030996,191.6316222103353,0.0463338693660441,4.7702178892421845,0.0504391838194226,28.63190296696655,1.901838875879242,2296.881765413252,0.000292498259797,0.0047660142788134,0.0024142668074989,0.0040168699882255,0.0008834386033432,0.0191561469795106,exploitation,0.6489127621099849,0.11823021698858019
E7,0.0656915346030996,191.6316222103353,0.0463338693660441,4.7702178892421845,0.0504391838194226,28.63190296696655,1.901838875879242,2296.881765413252,0.000292498259797,0.0047660142788134,0.0024142668074989,0.0040168699882255,0.0008834386033432,0.0191561469795106,exploitation,0.6489127621099849,0.11823021698858019
F7,0.0656915346030996,191.6316222103353,0.0463338693660441,4.7702178892421845,0.0504391838194226,28.63190296696655,1.901838875879242,2296.881765413252,0.000292498259797,0.0047660142788134,0.0024142668074989,0.0040168699882255,0.0008834386033432,0.0191561469795106,exploitation,0.6489127621099849,0.11823021698858019
A8,0.0230885138854949,191.92121730799505,0.1297776828029615,10.08254630556447,0.04832927526086,25.80227333336464,1.886212035789688,1672.4607159839472,0.0004848645735382,0.0023392784462927,0.0014456420307499,0.0148875858609411,0.00148690365389,0.0056956521962107,exploitation,0.6437463960115071,0.11238232032009515
B8,0.0230885138854949,191.92121730799505,0.1297776828029615,10.08254630556447,0.04832927526086,25.80227333336464,1.886212035789688,1672.4607159839472,0.0004848645735382,0.0023392784462927,0.0014456420307499,0.0148875858609411,0.00148690365389,0.0056956521962107,exploitation,0.6437463960115071,0.11238232032009515
C8,0.0230885138854949,191.92121730799505,0.1297776828029615,10.08254630556447,0.04832927526086,25.80227333336464,1.886212035789688,1672.4607159839472,0.0004848645735382,0.0023392784462927,0.0014456420307499,0.0148875858609411,0.00148690365389,0.0056956521962107,exploitation,0.6437463960115071,0.11238232032009515
D8,0.003686129754637836,20.69998217480709,0.2796308117675039,1.3352298384587509,0.009901397221316536,9.359875238931956,0.47148098311747094,52.92837959690422,2.9105135048780264e-05,0.00028510154688985085,9.52890541876095e-05,0.000746293330693313,9.379734050790514e-05,0.0,standard,0.2861426679070898,0.0625061490515715
E8,0.003686129754637836,20.69998217480709,0.2796308117675039,1.3352298384587509,0.009901397221316536,9.359875238931956,0.47148098311747094,52.92837959690422,2.9105135048780264e-05,0.00028510154688985085,9.52890541876095e-05,0.000746293330693313,9.379734050790514e-05,0.0,standard,0.2861426679070898,0.0625061490515715
F8,0.003686129754637836,20.69998217480709,0.2796308117675039,1.3352298384587509,0.009901397221316536,9.359875238931956,0.47148098311747094,52.92837959690422,2.9105135048780264e-05,0.00028510154688985085,9.52890541876095e-05,0.000746293330693313,9.379734050790514e-05,0.0,standard,0.2861426679070898,0.0625061490515715
